animal,epoch,cell_num,Var4_1,Var4_2,Var4_3,Var4_4,Var4_5,Var4_6,Var4_7,Var4_8,Var4_9,Var4_10,Var4_11,Var4_12,Var4_13,Var4_14,Var4_15,Var4_16,Var4_17,Var4_18,Var4_19,Var4_20,Var4_21,Var4_22,Var4_23,Var4_24,Var4_25,Var4_26,Var4_27,Var4_28,Var4_29,Var4_30,Var4_31,Var4_32,Var4_33,Var4_34,Var4_35,Var4_36,Var4_37,Var4_38,Var4_39,Var4_40,Var4_41,Var4_42,Var4_43,Var4_44,Var4_45,Var4_46,Var4_47,Var4_48,Var4_49,Var4_50,Var4_51,Var4_52,Var4_53,Var4_54,Var4_55,Var4_56,Var4_57,Var4_58,Var4_59,Var4_60,Var4_61,Var4_62,Var4_63,Var4_64,Var4_65,Var4_66,Var4_67,Var4_68,Var4_69,Var4_70,Var4_71,Var4_72,Var4_73,Var4_74,Var4_75,Var4_76,Var4_77,Var4_78,Var4_79,Var4_80,Var4_81,Var4_82,Var4_83,Var4_84,Var4_85,Var4_86,Var4_87,Var4_88,Var4_89,Var4_90,Var4_91,Var4_92,Var4_93,Var4_94,Var4_95,Var4_96,Var4_97,Var4_98,Var4_99,Var4_100,Var4_101,Var4_102,Var4_103,Var4_104,Var4_105,Var4_106,Var4_107,Var4_108,Var4_109,Var4_110,Var4_111,Var4_112,Var4_113,Var4_114,Var4_115,Var4_116,Var4_117,Var4_118,Var4_119,Var4_120,Var4_121,Var4_122,Deviation_Score,P_val
440,1,11,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,12,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,13,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,14,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,15,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,16,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,17,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,18,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,19,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,20,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,21,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,22,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,23,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,24,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,25,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,26,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,27,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,28,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,29,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,30,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,31,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,32,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,33,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,34,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,35,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,36,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,37,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,38,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,39,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,40,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,41,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,42,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,43,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,44,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,2,1,0.0283193299999951,-0.00264145999999954,0.0276859000000016,-0.0210193600000039,0.00517268000000115,0.0303944099999995,0.0941049300000003,-0.68816167,-0.00846487999999823,-0.00620832999999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0738984125171562,51.9
440,2,2,-0.631061240000008,0.179942510000004,-1.73488090000001,-0.626604520000001,0.0159034499999962,0.0123145600000001,-0.0182343800000027,0.00301035999999755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.254364004990979,32.3
440,2,3,-0.111989989999998,-0.011219600000004,0.0150566699999999,-0.0440072600000008,0.0144386800000049,0.0447626699999972,-0.0545332800000011,0.105606600000002,-0.0199973199999945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.384029605144586,23.8
440,2,4,0.143650969999996,0.103256849999994,-1.35662705999999,0.0372743199999945,0.733143909999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.835162122211193,93.9
440,2,5,0.20795021,-0.0211701900000065,-0.0170059399999971,0.00264044000000041,-0.119022039999997,0.022878569999996,-0.0129464299999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.353808239424253,21.6
440,2,6,0.325589500000007,-0.00411720999999687,0.0123145600000001,-0.0785873100000032,0.0372743199999945,-0.00647545999999721,0.0269503499999999,-0.0623798099999959,-0.20561232,-0.0769895500000075,0.197258929999997,-0.0028671299999985,0.14497325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.189189076952071,39.6
440,2,7,-0.439201410000003,0.00555505999999895,-0.111989989999998,0.0444034300000027,0.0374901699999981,-0.00097973999999823,0.0337879299999884,-0.0154469000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0778946896473375,50.2
440,2,8,0.433165809999998,0.0231184400000046,0.569920339999996,0.109433800000005,0.197258929999997,0.220819479999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83917015888086,98.3
440,2,9,0.00419742000000412,-0.0440072600000008,0.0129467100000014,-0.0228738899999996,0.0269458299999954,-0.68816167,-0.242606370000004,0.27510796,0.0603706599999967,0.0121102499999992,0.00751265999999617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.152594270971236,64.4
440,2,10,0.0372743199999945,0.467199000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.423743164730871,83.2
440,2,11,-0.370163480000002,-0.186780169999992,0.0775059099999993,-0.0286280999999988,-0.0500409099999999,-0.0050493599999939,-0.00264145999999954,0.0179121800000033,-0.0153359599999945,-0.0170059399999971,-0.0282251599999981,-0.118671579999997,0.000895480000004056,0.0941049300000003,0.553614539999991,0.639542059999997,0.524470780000001,-0.125296460000001,0.137697060000001,0.0448324999999983,0.000430450000003191,-0.0100496500000062,-0.0324031099999971,-0.00915498999999897,-0.000407809999998676,-0.00160601999999699,0.00549111000000124,-0.00145466000000027,0.0460024300000015,0.486801459999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.373452184855359,34.3
440,2,12,1.1850165,0.328645590000001,0.0010350100000025,-0.00152296000000263,0.0283193299999951,-0.00264145999999954,0.0229088500000003,-0.0159211900000003,-0.118671579999997,0.186402510000001,0.000895480000004056,-0.121434430000001,0.0896147100000064,0.782491880000002,0.748582030000001,0.0246011700000039,-1.37119207,0.137697060000001,-0.0278026000000011,-0.00880496999999991,-0.0133050499999996,-0.0427008099999995,0.0218310799999983,-0.0145825399999993,-0.0120061300000032,-0.00620832999999976,0.0460024300000015,0.890732360000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.095057279455637,46.3
440,2,13,-1.36047554,-0.0909160400000033,-0.0102097299999997,0.012393969999998,0.573528199999998,-0.0769895500000075,0.0450844000000004,0.100543399999999,0.0274603800000008,-0.385796859999999,-0.0344774799999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.541543303394431,23.9
440,2,14,0.819309519999997,0.13775476,-0.0785873100000032,-0.0124702499999998,0.000588249999999846,0.206341299999998,-0.581461900000001,-0.0635656199999985,-0.139947790000001,-0.204189079999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.27395354257989,4.4
440,2,15,-0.0900117999999992,-0.13114461,0.135060279999998,0.131868240000003,-1.36047554,-0.0061972499999996,0.0134133900000037,-0.0313535000000016,-0.0519956199999996,0.0108456700000019,0.00508410000000481,-0.0198159500000017,0.0319322100000008,-0.0129282400000008,-0.0159211900000003,0.0128781700000005,-0.0282251599999981,0.0545183799999975,-0.0672999100000027,-0.0346215100000009,0.680185029999997,2.12776368000001,-0.927034070000005,-0.120134610000001,-0.0193970800000045,0.0733574599999969,-0.0343306800000036,-0.0152886500000022,1.47805817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.53906202511486,4.4
440,2,16,0.00844176000000374,-0.0286280999999988,-0.016040799999999,0.000895480000004056,0.0878784099999947,-0.14982869,0.0941049300000003,-0.537263110000005,0.451686020000004,0.0246011700000039,0.512216969999997,-1.82540319,0.0822780100000031,-0.0308039499999992,0.053934120000001,0.0723354500000042,0.0200196999999989,-0.0251842400000015,-0.0112254900000011,0.0314219300000005,-0.000970500000001095,-0.0137941300000008,-0.019062930000004,0.095723409999998,0.0464306599999986,-0.0160994200000033,0.0460024300000015,1.13470521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03584790109767,87.6
440,2,17,0.0453000000000046,0.0204191500000022,-0.01195843,0.0389026299999955,-0.385796859999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21816832015713,77.3
440,2,18,0.00203468000000129,0.0178715500000024,-0.00361347000000478,-0.000471490000002461,0.0401247799999993,0.00958881999999761,-0.0243021699999986,0.00975561000000624,0.0229088500000003,-0.118671579999997,0.00470712000000617,0.111620949999995,-0.537263110000005,0.0584997999999999,-0.0273908300000016,0.0896147100000064,0.748582030000001,-0.056421450000002,0.85538931,0.131735310000003,-0.00117062000000345,0.0131648599999963,0.0147226399999951,-0.0107171400000041,0.0361340400000003,-0.025967179999995,0.0054292000000018,0.0224800999999957,0.0121102499999992,-0.0120061300000032,-0.0312251600000053,-0.0437794999999994,-0.0157006900000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.371884010147861,66
440,2,19,0.0010350100000025,-0.0500409099999999,0.0401247799999993,-0.00438885000000511,0.00533734000000408,0.00940860999999416,-0.0054328599999991,-0.0306703599999949,-0.0111682799999997,0.017641839999996,-0.016040799999999,0.0118503699999977,-0.0361277899999948,-0.0346215100000009,-0.141365180000001,-0.0211475499999949,0.00527332000000058,0.955856180000005,-0.028396039999997,-0.187170780000002,0.496977700000002,-0.275614169999997,-0.0660906600000004,0.0234177100000039,-0.000880100000003381,0.0170353600000013,-0.138582039999996,-0.0427008099999995,-0.0115883499999967,-0.000407809999998676,-0.00160601999999699,0.0191406799999996,0.0162297900000041,-0.0437794999999994,-0.0174100700000039,-0.00921424999999942,0.114907620000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.725314762567286,24.1
440,2,20,0.00256309999999615,-0.0193970800000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.106629809698967,41.1
440,2,21,-0.0956977800000018,-0.00411720999999687,-0.00115269999999867,-0.0182343800000027,0.00975561000000624,0.0198058400000036,0.0104309600000008,0.012393969999998,0.32639236,-0.537263110000005,-0.13092091,0.0896147100000064,0.0574728899999997,0.0531796500000041,-1.82540319,0.00796480000000344,0.0121994100000009,-0.00846487999999823,0.00608890000000173,0.220819479999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.372194738505576,68.7
440,2,22,0.155020649999997,0.181037310000001,-0.0432907399999962,-0.496302610000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.229390471930998,82.4
440,2,23,-0.152848239999997,0.00543134000000123,-0.00115269999999867,-0.00361347000000478,-0.00930585000000406,0.0315850400000031,0.00958881999999761,0.0283193299999951,0.0176762099999976,-0.0440072600000008,0.0106446800000057,-0.0125173599999968,0.00288570000000021,0.00131672999999921,0.0121112599999975,-0.0177442499999998,0.0163657100000023,0.0545183799999975,-0.0604561999999973,0.348316000000004,-0.537263110000005,0.0896147100000064,0.639542059999997,0.32059434,0.121697269999999,0.404394719999999,-0.242606370000004,0.00796480000000344,-0.0278026000000011,0.0603706599999967,-0.0112622600000023,0.0284279800000036,0.0170353600000013,-0.00774305000000197,-0.0324031099999971,0.047597279999998,-0.000970500000001095,0.0178687199999956,-0.019062930000004,0.0191406799999996,-0.0704329499999972,-0.00620832999999976,0.0164867700000002,-0.0129846299999983,-0.0374797599999965,-0.0204014199999989,-0.0281638900000019,1.50662409,0.118724559999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.443856484405442,70.5
