animal,epoch,cell_num,Var4_1,Var4_2,Var4_3,Var4_4,Var4_5,Var4_6,Var4_7,Var4_8,Var4_9,Var4_10,Var4_11,Var4_12,Var4_13,Var4_14,Var4_15,Var4_16,Var4_17,Var4_18,Var4_19,Var4_20,Var4_21,Var4_22,Var4_23,Var4_24,Var4_25,Var4_26,Var4_27,Var4_28,Var4_29,Var4_30,Var4_31,Var4_32,Var4_33,Var4_34,Var4_35,Var4_36,Var4_37,Var4_38,Var4_39,Deviation_Score,P_val
440,1,18,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,19,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,20,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,21,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,22,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,23,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,24,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,25,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,26,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,27,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,28,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,29,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,30,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,31,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,32,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,33,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,34,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,35,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,36,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,37,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,38,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,39,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,40,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,41,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,42,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,43,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,1,44,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,2,1,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,2,2,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,2,3,-0.230804630000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.116825766260063,43.5
440,2,4,-6.02049584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.88010745183965,7.9
440,2,5,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,2,6,-0.230804630000002,-0.97765545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0424328805682079,40
440,2,7,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,2,8,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,2,9,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,2,10,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,2,11,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,2,12,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,2,13,0.709021010000001,-2.04149309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00922269558138166,38.7
440,2,14,-5.39929561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.74304787843744,8.1
440,2,15,1.91014091,-8.07973431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.24014794793873,14.9
440,2,16,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,2,17,3.03341505,-1.78372838,-0.524187240000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.157521899933801,28.1
440,2,18,0.353677349999998,0.131835700000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.493662520482304,67.6
440,2,19,-0.108418069999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175544579186005,46.6
440,2,20,1.72952915,-8.21719925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3386560739225,13.7
440,2,21,-8.21719925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.01372756036571,3.7
440,2,22,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,2,23,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,2,24,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,3,1,-0.211169039999994,0.0133525700000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0132585447215939,25.8
440,3,2,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,3,3,0.0211904000000018,-0.213583890000002,-0.0572017599999981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.376204888136603,13.1
440,3,4,-0.0209449900000038,-0.0333157000000028,0.00429566000000392,-0.0322546700000004,-0.0261061699999985,0.245847680000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.26453315602933,23.3
440,3,5,-0.337803989999998,-0.48879736,-1.06508695,0.146489689999996,0.0578106799999958,-0.17892647,-0.0638160800000023,0.0220467999999983,0.0369906800000024,-0.0453197700000061,-0.718085649999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.07897279593986,2.4
440,3,6,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
440,3,7,-0.0159253799999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039860322083935,41.1
440,3,8,-0.267507689999995,0.168411680000006,0.101246420000003,-0.0547523200000057,-0.0326080500000003,0.712789729999997,-21.16513571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.617422641323493,12.5
440,3,9,-0.610394130000003,0.0133642900000055,-0.00427322000000174,0.0723747199999991,0.665894059999999,0.0210682500000061,-0.120274899999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.322056934048184,75.7
440,3,10,-0.0238849599999966,-0.0203209099999953,-0.0026946700000039,0.169801020000001,-13.79472843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.234132943719577,25.6
440,3,11,-0.544571119999993,-0.500658309999999,0.0546885400000008,-0.168240170000004,-0.234367970000001,-0.154286020000001,0.100095099999997,-0.0182552999999999,0.00713157999999936,-0.0687014299999973,0.0411211799999975,0.000494570000000749,0.0142282400000013,0.00159364999999667,-0.0144567800000033,-0.0504702200000011,0.0645270099999991,,,,,,,,,,,,,,,,,,,,,,,-0.764984744903398,17.7
440,3,12,-0.211169039999994,-0.0778400100000027,-0.0256967199999991,-0.00587946000000272,0.575423960000002,-0.197062600000002,0.0257280100000017,0.0220467999999983,-0.027450199999997,-0.00404050000000211,-0.0611744599999966,0.317361760000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.541081656943811,19.3
440,3,13,-0.073185180000003,0.551093179999995,-0.0054994999999991,-0.197074659999998,0.0497611599999956,0.0697109799999964,-0.0132604699999987,0.176630619999997,-0.854403169999998,0.767525769999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.667699321078729,84.4
440,3,14,0.0545956100000069,0.0583030999999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.152562132479867,69.9
445,1,1,-0.0200260600000064,-0.00641893000000238,0.152794359999994,-2.75529047,-2.57867346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0547593427724362,34.6
445,1,2,-0.0100330700000058,0.0433911899999941,0.364442459999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.122180896886303,72.9
445,1,3,0.187894,0.0373272799999995,0.00555091000000374,0.607415180000004,0.0230359399999998,0.00703587999999655,0.147426330000002,0.977784550000003,0.318503749999998,0.660321740000001,-0.0360675999999955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.948732734744451,94.8
445,1,4,-0.00348901000000268,0.151510709999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.105756988016813,63.8
445,1,5,-0.764964799999994,-7.72202859999999,1.18705726,-0.0108748299999988,0.155728840000002,-5.27358587,13.53544008,-0.0168123300000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0537335082252657,43.5
445,1,6,-0.020056860000004,-1.68456411,-0.286731109999998,0.155011209999998,1.34551128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0420689102206938,35.8
445,1,7,-0.0220089299999984,0.00292504999999466,-0.00641893000000238,0.106192440000001,0.0241304399999933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07377035828647,58.2
445,1,8,4.18690543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3792943006522,96.5
445,1,9,1.92038608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.646111237793374,91.5
445,1,10,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
445,1,11,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
445,1,12,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
445,1,13,-4.84405863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.65522176267854,4.6
445,1,14,0.185968089999996,-6.09736045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.28337068109072,6.2
445,1,15,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
445,1,16,-4.24917792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.22946890149799,5.4
445,1,17,-0.16924238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0493557790924831,30.5
445,1,18,0.224109730000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.136474172643333,76.5
445,1,19,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
445,1,20,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
445,1,21,-7.49731144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2341514427066,2.4
445,1,22,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
445,1,23,-0.883147060000006,-2.50807276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.731637116972314,10.7
445,1,24,-0.0220089299999984,0.0159595900000014,0.00292504999999466,-0.0200260600000064,0.00959932000000663,-1.16001029,0.152794359999994,0.322785079999996,-2.75529047,-0.0270831699999974,-2.57867346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0158014394512119,27.3
445,1,25,0.0159595900000014,0.268358909999996,-1.39616449,15.95034951,0.410526619999999,-3.74977831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.439458640744611,82.8
445,1,26,-0.0594463000000047,-0.0220089299999984,-0.0175189200000005,0.00174476000000112,-0.0232898699999993,0.0230359399999998,0.0133153299999975,-1.518957,0.431255289999996,0.0668298699999994,-0.29689608000001,-0.00128947000000323,4.18690543,1.16093565,0.18897183,,,,,,,,,,,,,,,,,,,,,,,,,0.144319619005655,59.3
445,1,27,0.0557706899999957,-1.16001029,-2.19545029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1215124167329,5.7
445,1,28,-0.0963790299999943,0.152886070000001,0.91240664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.203428676275364,79.6
445,1,29,0.0109351700000033,2.30987511,1.60671663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87189066451893,98.5
445,1,30,0.121120619999999,-0.958645820000001,0.00609578999999627,0.0164767899999987,0.00535507000000024,-0.00302878000000106,2.20903339,0.14171606,0.072372179999995,0.0569979400000022,-1.42890391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19647421745936,75.9
445,1,31,0.0871532900000034,0.0127994000000058,-0.898106970000001,-0.0178439200000042,0.0109848000000028,-0.0200622699999968,0.0481913400000025,-0.0027703100000025,0.0307278500000052,0.0920031600000044,-0.763751519999992,0.749545910000002,0.4369497,-1.53278993999999,1.40123656,-1.20694691,,,,,,,,,,,,,,,,,,,,,,,,0.231874205262239,74
445,1,32,0.0692417300000017,-0.0100330700000058,1.62428035000001,0.297192339999995,0.043462500000004,1.36169947999999,1.12497397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.985980687833631,93.9
445,1,33,-0.0232898699999993,-0.113750500000002,1.75115444,1.70266152,0.916384260000001,0.557715169999994,0.388532360000006,2.54164788,0.222595230000003,3.67447086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.745918577928,99.7
445,1,34,0.149809570000002,0.00263538999999469,0.00825919000000397,-0.0201060699999971,0.367207909999998,0.185968089999996,-0.0770882200000003,0.0586249999999993,-0.412269969999997,-0.693186679999997,0.0241304399999933,-0.574996409999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15182670470486,62.2
445,1,35,-0.00822009999999551,0.0298334100000019,-0.155015409999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0652125358680321,46.6
445,1,36,0.0171663499999966,0.0323086799999999,0.0386617199999932,-0.0147449900000041,0.0159313599999962,1.21881948999999,0.577235279999996,13.04093031,0.476555900000001,-7.6562826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.285610042058477,80.1
445,1,37,0.15530296,-0.00556092000000064,0.0168114199999962,0.0125916799999999,0.00106780000000128,-0.0192211200000045,-0.0312369399999994,-0.0872008099999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0710086462168177,50.5
445,1,38,0.00944108000000199,-0.0067395399999981,-0.509511060000001,1.72304665999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107926599724615,53.8
445,1,39,0.00850522000000353,-1.16001029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.232507208329974,22.6
445,1,40,0.0144156499999966,-0.0339996600000063,-0.0222940600000001,0.00850522000000353,0.0395404400000032,-0.0456265600000023,0.393174819999999,4.7908545,-0.997150449999999,7.22146919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.149657940746275,65.4
445,1,41,0.187894,-0.0173680999999988,-0.216943989999997,-0.0260123599999957,-0.0192211200000045,1.81085382,0.557715169999994,-0.3096283,12.14856705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0497695341443163,33.8
445,1,42,0.21527528,0.0097768500000015,0.00939567999999724,-0.92497066,1.70266152,-0.347343169999995,-3.07471649999999,-0.0538152899999957,-2.50807276,-3.61268613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.965879275610643,8.4
445,1,43,0.00609578999999627,-0.0382751400000032,0.0134091800000036,0.0119517700000031,-0.00623395999999588,-0.0149929300000053,0.014975579999998,0.0228513799999988,-0.0141002499999985,-0.183537859999994,0.126096499999996,1.26320019,-0.0872008099999988,,,,,,,,,,,,,,,,,,,,,,,,,,,0.191825407958796,67.2
445,1,44,1.77733667,0.069225969999998,3.03157946,-1.67695733,-1.64894075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.210507498752928,80.8
445,1,45,-0.617436099999999,0.000674549999999385,-19.76229096,-0.133556890000001,-0.741966910000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.26658536545894,6.4
445,1,46,-0.00696463999999963,-0.086486690000001,0.14171606,0.0694748900000093,-5.10366405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0340129129308604,47.2
445,1,47,0.147426330000002,0.200214590000002,-0.134896300000001,1.51663938999999,-6.79147523,-1.82939849,-6.22705589,-5.49498662999999,3.29937224,-0.347343169999995,0.1551385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.627982252281629,9.5
445,1,48,-0.0279670599999946,-0.0829881200000031,-0.0346190100000001,0.0279338199999941,-3.5206408,9.86374674,2.30987511,1.88324111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14080398557013,55.1
445,1,49,-0.00348901000000268,9.97259116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32854241637558,97.8
445,2,1,0.705033199999995,0.887767340000003,-1.18559157999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.448053631404883,74.2
445,2,2,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
445,2,3,0.887767340000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.342594567668533,70.4
445,2,4,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
445,2,5,0.887767340000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327899458053259,70.5
445,2,6,-0.0235388900000046,0.887767340000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.318185564827563,65
445,2,7,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
445,2,8,-14.88333162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4922810289139,2.2
445,2,9,-2.93781014,-2.56362146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.510039665732377,20.4
445,2,10,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
445,2,11,0.514836210000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.266313708593047,66.5
445,2,12,2.29971424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.586852360243345,83.6
445,2,13,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
445,2,14,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
445,2,15,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
445,2,16,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
445,2,17,0.958503149999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.400474222700199,74.3
445,2,18,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
445,2,19,3.34075994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.804704494181117,88.2
445,2,20,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
445,2,21,-0.756919759999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0422307998094422,41.8
445,2,22,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
445,2,23,1.67064383,-6.02048268999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.373600125357499,24.3
445,2,24,-0.0372502399999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.152851852391658,52.4
445,2,25,-22.14862382,-2.93781014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.81394630451475,3.1
445,2,26,-2.93781014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.338096202314118,19.3
445,2,27,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
445,2,28,-0.270914859999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.115601864848945,45.9
445,2,29,-9.51494323,-0.398846120000002,-2.31023552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.780416977817601,13.6
445,2,30,-1.4147752,0.996196189999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.157822815626354,52.9
445,2,31,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
445,2,32,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
445,2,33,0.133155509999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.165001953841622,57.4
445,2,34,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
445,2,35,-2.7212569,-2.56362146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.489061974679195,22.1
445,2,36,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
445,2,37,1.09294256,-0.270914859999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.373440742029748,66.1
445,2,38,-0.974156750000006,-2.13747724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.159165091705773,32.7
445,2,39,1.09294256,-5.6046231,1.79226368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.645951347913639,85.5
445,2,40,2.29971424,-0.0475339500000018,2.26169101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07947829686159,91.1
445,2,41,0.403565109999995,-0.299323470000004,-0.0927866399999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.170716061222361,50.9
445,2,42,-9.06008990999999,0.958503149999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.856667072815586,14.4
445,2,43,0.565665019999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.222483619636196,67.2
445,3,1,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
445,3,2,0.0649601599999983,-1.84634565,-5.23509860999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.02828935927287,5
445,3,3,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
445,3,4,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
445,3,5,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
445,3,6,0.167937649999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.229891095857473,66.4
445,3,7,-0.913983349999995,0.0661768099999946,2.46318733,3.20443722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21309583331278,96.2
445,3,8,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
445,3,9,-0.166427249999998,-0.945598490000009,-1.04829171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.418519637264817,11.8
445,3,10,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
